"STATISTIC Label","Month","Direction","Type of Passenger Movement","UNIT","VALUE"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Air from All Airports","Number","1212474"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","942453"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Air from Cork Airport","Number","112761"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","109395"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","88162"
"Passenger Movement","2008M03","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","21233"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","102766"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","90996"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","11770"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","30371"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","31677"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1136583"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","881262"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","105857"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","103017"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","82663"
"Passenger Movement","2008M04","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","20354"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Sea to All Countries","Number","99986"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Sea to Great Britain","Number","88617"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","11369"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement Cross-Border Rail","Number","34583"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement Cross-Border Bus","Number","31189"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Air from All Airports","Number","1123612"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","863760"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Air from Cork Airport","Number","106930"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","104182"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","83506"
"Passenger Movement","2008M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","20676"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","158070"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","143849"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","14221"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","37085"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","32626"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1325201"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","1010546"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","127417"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","126147"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","100685"
"Passenger Movement","2008M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","25462"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Sea to All Countries","Number","154211"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Sea to Great Britain","Number","135521"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","18690"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement Cross-Border Rail","Number","39259"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement Cross-Border Bus","Number","32627"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Air from All Airports","Number","1393989"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","1060895"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Air from Cork Airport","Number","136673"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","134009"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","107480"
"Passenger Movement","2008M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","26529"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","138567"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","123786"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","14781"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","32831"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","34240"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1366231"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","1059724"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","134522"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","110354"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","83697"
"Passenger Movement","2008M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","26657"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Sea to All Countries","Number","153437"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Sea to Great Britain","Number","131480"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","21957"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement Cross-Border Rail","Number","38726"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement Cross-Border Bus","Number","34153"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Air from All Airports","Number","1446512"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","1116665"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Air from Cork Airport","Number","144988"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","119106"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","93147"
"Passenger Movement","2008M06","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","25959"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","212223"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","187378"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","24845"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","31766"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","32421"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1555437"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","1174173"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","152380"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","155675"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","121571"
"Passenger Movement","2008M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","34104"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Sea to All Countries","Number","186710"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Sea to Great Britain","Number","161222"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","25488"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement Cross-Border Rail","Number","41239"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement Cross-Border Bus","Number","32603"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Air from All Airports","Number","1545440"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","1176326"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Air from Cork Airport","Number","148585"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","151573"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","115379"
"Passenger Movement","2008M07","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","36194"
"Passenger Movement","2008M08","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","245231"
"Passenger Movement","2008M08","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","216478"
"Passenger Movement","2008M08","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","28753"
"Passenger Movement","2008M08","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","38688"
"Passenger Movement","2008M08","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","35536"
"Passenger Movement","2008M08","Arriving in Eire","Passenger Movement by Air from All Airports","Number","1603381"
