"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","State","Thousand","2070"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2002Q3","1 + Nights","Border","Thousand","234"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","Midland","Thousand","67"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","West","Thousand","381"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2002Q3","1 + Nights","Dublin","Thousand","194"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","Mid-East","Thousand","91"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","Mid-West","Thousand","220"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","South-East","Thousand","364"
"Number of Trips by Irish Residents","2002Q3","1 + Nights","South-West","Thousand","520"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","State","Thousand","1218"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","Border","Thousand","142"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","Midland","Thousand","54"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","West","Thousand","227"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","Dublin","Thousand","155"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","Mid-East","Thousand","62"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","Mid-West","Thousand","130"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","South-East","Thousand","185"
"Number of Trips by Irish Residents","2002Q3","1 - 3 Nights","South-West","Thousand","262"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","State","Thousand","853"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2002Q3","4 + Nights","Border","Thousand","92"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","Midland","Thousand","14"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","West","Thousand","154"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2002Q3","4 + Nights","Dublin","Thousand","38"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","Mid-East","Thousand","29"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","Mid-West","Thousand","90"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","South-East","Thousand","178"
"Number of Trips by Irish Residents","2002Q3","4 + Nights","South-West","Thousand","258"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","State","Thousand","1575"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2002Q4","1 + Nights","Border","Thousand","142"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","Midland","Thousand","73"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","West","Thousand","252"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2002Q4","1 + Nights","Dublin","Thousand","291"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","Mid-East","Thousand","116"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","Mid-West","Thousand","163"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","South-East","Thousand","221"
"Number of Trips by Irish Residents","2002Q4","1 + Nights","South-West","Thousand","317"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","State","Thousand","1321"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","Border","Thousand","118"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","Midland","Thousand","60"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","West","Thousand","211"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","Dublin","Thousand","256"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","Mid-East","Thousand","102"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","Mid-West","Thousand","138"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","South-East","Thousand","189"
"Number of Trips by Irish Residents","2002Q4","1 - 3 Nights","South-West","Thousand","246"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","State","Thousand","254"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2002Q4","4 + Nights","Border","Thousand","24"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","Midland","Thousand","13"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","West","Thousand","41"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2002Q4","4 + Nights","Dublin","Thousand","35"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","Mid-East","Thousand","14"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","Mid-West","Thousand","25"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","South-East","Thousand","32"
"Number of Trips by Irish Residents","2002Q4","4 + Nights","South-West","Thousand","70"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","State","Thousand","1447"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q1","1 + Nights","Border","Thousand","139"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","Midland","Thousand","72"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","West","Thousand","293"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q1","1 + Nights","Dublin","Thousand","233"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","Mid-East","Thousand","77"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","Mid-West","Thousand","134"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","South-East","Thousand","212"
"Number of Trips by Irish Residents","2003Q1","1 + Nights","South-West","Thousand","288"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","State","Thousand","1234"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","Border","Thousand","113"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","Midland","Thousand","68"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","West","Thousand","252"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","Dublin","Thousand","208"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","Mid-East","Thousand","69"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","Mid-West","Thousand","109"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","South-East","Thousand","185"
"Number of Trips by Irish Residents","2003Q1","1 - 3 Nights","South-West","Thousand","230"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","State","Thousand","213"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q1","4 + Nights","Border","Thousand","26"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","Midland","Thousand","5"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","West","Thousand","40"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q1","4 + Nights","Dublin","Thousand","25"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","Mid-East","Thousand","8"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","Mid-West","Thousand","25"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","South-East","Thousand","26"
"Number of Trips by Irish Residents","2003Q1","4 + Nights","South-West","Thousand","58"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","State","Thousand","1509"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q2","1 + Nights","Border","Thousand","156"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","Midland","Thousand","64"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","West","Thousand","281"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q2","1 + Nights","Dublin","Thousand","187"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","Mid-East","Thousand","98"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","Mid-West","Thousand","156"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","South-East","Thousand","245"
"Number of Trips by Irish Residents","2003Q2","1 + Nights","South-West","Thousand","322"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","State","Thousand","1198"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","Border","Thousand","122"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","Midland","Thousand","56"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","West","Thousand","219"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","Dublin","Thousand","161"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","Mid-East","Thousand","84"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","Mid-West","Thousand","122"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","South-East","Thousand","194"
"Number of Trips by Irish Residents","2003Q2","1 - 3 Nights","South-West","Thousand","241"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","State","Thousand","311"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q2","4 + Nights","Border","Thousand","35"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","Midland","Thousand","8"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","West","Thousand","62"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q2","4 + Nights","Dublin","Thousand","26"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","Mid-East","Thousand","15"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","Mid-West","Thousand","34"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","South-East","Thousand","50"
"Number of Trips by Irish Residents","2003Q2","4 + Nights","South-West","Thousand","81"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","State","Thousand","2087"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q3","1 + Nights","Border","Thousand","222"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","Midland","Thousand","74"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","West","Thousand","390"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q3","1 + Nights","Dublin","Thousand","197"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","Mid-East","Thousand","116"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","Mid-West","Thousand","239"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","South-East","Thousand","328"
"Number of Trips by Irish Residents","2003Q3","1 + Nights","South-West","Thousand","521"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","State","Thousand","1199"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","Border","Thousand","108"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","Midland","Thousand","52"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","West","Thousand","218"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","Dublin","Thousand","157"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","Mid-East","Thousand","89"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","Mid-West","Thousand","131"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","South-East","Thousand","185"
"Number of Trips by Irish Residents","2003Q3","1 - 3 Nights","South-West","Thousand","259"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","State","Thousand","887"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q3","4 + Nights","Border","Thousand","114"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","Midland","Thousand","22"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","West","Thousand","172"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2003Q3","4 + Nights","Dublin","Thousand","39"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","Mid-East","Thousand","28"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","Mid-West","Thousand","107"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","South-East","Thousand","143"
"Number of Trips by Irish Residents","2003Q3","4 + Nights","South-West","Thousand","262"
"Number of Trips by Irish Residents","2003Q4","1 + Nights","State","Thousand","1614"
"Number of Trips by Irish Residents","2003Q4","1 + Nights","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2003Q4","1 + Nights","Border","Thousand","182"
"Number of Trips by Irish Residents","2003Q4","1 + Nights","Midland","Thousand","77"
"Number of Trips by Irish Residents","2003Q4","1 + Nights","West","Thousand","286"
"Number of Trips by Irish Residents","2003Q4","1 + Nights","Southern and Eastern","Thousand",""
