"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Number of Nights by Irish Residents","2012Q4","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","State","Thousand","9600"
"Number of Nights by Irish Residents","2012Q4","Outbound","Border, Midland and Western","Thousand","1814"
"Number of Nights by Irish Residents","2012Q4","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","Southern and Eastern","Thousand","7786"
"Number of Nights by Irish Residents","2012Q4","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2012Q4","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","State","Thousand","3338"
"Number of Nights by Irish Residents","2013Q1","Domestic","Border, Midland and Western","Thousand","645"
"Number of Nights by Irish Residents","2013Q1","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","Southern and Eastern","Thousand","2693"
"Number of Nights by Irish Residents","2013Q1","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","State","Thousand","9110"
"Number of Nights by Irish Residents","2013Q1","Outbound","Border, Midland and Western","Thousand","1727"
"Number of Nights by Irish Residents","2013Q1","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","Southern and Eastern","Thousand","7383"
"Number of Nights by Irish Residents","2013Q1","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q1","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","State","Thousand","5191"
"Number of Nights by Irish Residents","2013Q2","Domestic","Border, Midland and Western","Thousand","1134"
"Number of Nights by Irish Residents","2013Q2","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","Southern and Eastern","Thousand","4057"
"Number of Nights by Irish Residents","2013Q2","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","State","Thousand","12936"
"Number of Nights by Irish Residents","2013Q2","Outbound","Border, Midland and Western","Thousand","2464"
"Number of Nights by Irish Residents","2013Q2","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","Southern and Eastern","Thousand","10472"
"Number of Nights by Irish Residents","2013Q2","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q2","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","State","Thousand","11560"
"Number of Nights by Irish Residents","2013Q3","Domestic","Border, Midland and Western","Thousand","2470"
"Number of Nights by Irish Residents","2013Q3","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","Southern and Eastern","Thousand","9090"
"Number of Nights by Irish Residents","2013Q3","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","State","Thousand","20865"
"Number of Nights by Irish Residents","2013Q3","Outbound","Border, Midland and Western","Thousand","4446"
"Number of Nights by Irish Residents","2013Q3","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","Southern and Eastern","Thousand","16419"
"Number of Nights by Irish Residents","2013Q3","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q3","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","State","Thousand","4106"
"Number of Nights by Irish Residents","2013Q4","Domestic","Border, Midland and Western","Thousand","990"
"Number of Nights by Irish Residents","2013Q4","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","Southern and Eastern","Thousand","3115"
"Number of Nights by Irish Residents","2013Q4","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","State","Thousand","9074"
"Number of Nights by Irish Residents","2013Q4","Outbound","Border, Midland and Western","Thousand","1769"
"Number of Nights by Irish Residents","2013Q4","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","Southern and Eastern","Thousand","7305"
"Number of Nights by Irish Residents","2013Q4","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2013Q4","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","State","Thousand","3802"
"Number of Nights by Irish Residents","2014Q1","Domestic","Border, Midland and Western","Thousand","864"
"Number of Nights by Irish Residents","2014Q1","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","Southern and Eastern","Thousand","2938"
"Number of Nights by Irish Residents","2014Q1","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","State","Thousand","8199"
"Number of Nights by Irish Residents","2014Q1","Outbound","Border, Midland and Western","Thousand","1620"
"Number of Nights by Irish Residents","2014Q1","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","Southern and Eastern","Thousand","6579"
"Number of Nights by Irish Residents","2014Q1","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q1","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","State","Thousand","5624"
"Number of Nights by Irish Residents","2014Q2","Domestic","Border, Midland and Western","Thousand","1157"
"Number of Nights by Irish Residents","2014Q2","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","Southern and Eastern","Thousand","4466"
"Number of Nights by Irish Residents","2014Q2","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","State","Thousand","13466"
"Number of Nights by Irish Residents","2014Q2","Outbound","Border, Midland and Western","Thousand","3207"
"Number of Nights by Irish Residents","2014Q2","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","Southern and Eastern","Thousand","10259"
"Number of Nights by Irish Residents","2014Q2","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q2","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","State","Thousand","11786"
"Number of Nights by Irish Residents","2014Q3","Domestic","Border, Midland and Western","Thousand","2587"
"Number of Nights by Irish Residents","2014Q3","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","Southern and Eastern","Thousand","9199"
"Number of Nights by Irish Residents","2014Q3","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","State","Thousand","21791"
"Number of Nights by Irish Residents","2014Q3","Outbound","Border, Midland and Western","Thousand","4592"
"Number of Nights by Irish Residents","2014Q3","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","Southern and Eastern","Thousand","17199"
"Number of Nights by Irish Residents","2014Q3","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q3","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","State","Thousand","4874"
"Number of Nights by Irish Residents","2014Q4","Domestic","Border, Midland and Western","Thousand","1037"
"Number of Nights by Irish Residents","2014Q4","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","Southern and Eastern","Thousand","3837"
"Number of Nights by Irish Residents","2014Q4","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","State","Thousand","10196"
"Number of Nights by Irish Residents","2014Q4","Outbound","Border, Midland and Western","Thousand","2015"
"Number of Nights by Irish Residents","2014Q4","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","Southern and Eastern","Thousand","8182"
"Number of Nights by Irish Residents","2014Q4","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2014Q4","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","State","Thousand","3545"
"Number of Nights by Irish Residents","2015Q1","Domestic","Border, Midland and Western","Thousand","805"
"Number of Nights by Irish Residents","2015Q1","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","Southern and Eastern","Thousand","2740"
"Number of Nights by Irish Residents","2015Q1","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","State","Thousand","9440"
"Number of Nights by Irish Residents","2015Q1","Outbound","Border, Midland and Western","Thousand","1677"
"Number of Nights by Irish Residents","2015Q1","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","Southern and Eastern","Thousand","7763"
"Number of Nights by Irish Residents","2015Q1","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q1","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","State","Thousand","5308"
"Number of Nights by Irish Residents","2015Q2","Domestic","Border, Midland and Western","Thousand","1157"
"Number of Nights by Irish Residents","2015Q2","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","Southern and Eastern","Thousand","4151"
"Number of Nights by Irish Residents","2015Q2","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","State","Thousand","13262"
"Number of Nights by Irish Residents","2015Q2","Outbound","Border, Midland and Western","Thousand","2263"
"Number of Nights by Irish Residents","2015Q2","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","Southern and Eastern","Thousand","11000"
"Number of Nights by Irish Residents","2015Q2","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q2","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","State","Thousand","12054"
"Number of Nights by Irish Residents","2015Q3","Domestic","Border, Midland and Western","Thousand","2249"
"Number of Nights by Irish Residents","2015Q3","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","Southern and Eastern","Thousand","9805"
"Number of Nights by Irish Residents","2015Q3","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","State","Thousand","21135"
"Number of Nights by Irish Residents","2015Q3","Outbound","Border, Midland and Western","Thousand","4965"
"Number of Nights by Irish Residents","2015Q3","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","Southern and Eastern","Thousand","16170"
"Number of Nights by Irish Residents","2015Q3","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q3","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","State","Thousand","4360"
"Number of Nights by Irish Residents","2015Q4","Domestic","Border, Midland and Western","Thousand","1020"
"Number of Nights by Irish Residents","2015Q4","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","Southern and Eastern","Thousand","3340"
"Number of Nights by Irish Residents","2015Q4","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","State","Thousand","9678"
"Number of Nights by Irish Residents","2015Q4","Outbound","Border, Midland and Western","Thousand","2128"
"Number of Nights by Irish Residents","2015Q4","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","Southern and Eastern","Thousand","7550"
"Number of Nights by Irish Residents","2015Q4","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2015Q4","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","State","Thousand","4594"
"Number of Nights by Irish Residents","2016Q1","Domestic","Border, Midland and Western","Thousand","1064"
"Number of Nights by Irish Residents","2016Q1","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","Southern and Eastern","Thousand","3530"
"Number of Nights by Irish Residents","2016Q1","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","State","Thousand","10840"
"Number of Nights by Irish Residents","2016Q1","Outbound","Border, Midland and Western","Thousand","2420"
"Number of Nights by Irish Residents","2016Q1","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","Southern and Eastern","Thousand","8420"
"Number of Nights by Irish Residents","2016Q1","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q1","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","State","Thousand","4923"
"Number of Nights by Irish Residents","2016Q2","Domestic","Border, Midland and Western","Thousand","1005"
"Number of Nights by Irish Residents","2016Q2","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","Southern and Eastern","Thousand","3919"
"Number of Nights by Irish Residents","2016Q2","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","State","Thousand","14054"
"Number of Nights by Irish Residents","2016Q2","Outbound","Border, Midland and Western","Thousand","3141"
"Number of Nights by Irish Residents","2016Q2","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","Southern and Eastern","Thousand","10913"
"Number of Nights by Irish Residents","2016Q2","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q2","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","State","Thousand","11574"
"Number of Nights by Irish Residents","2016Q3","Domestic","Border, Midland and Western","Thousand","2261"
"Number of Nights by Irish Residents","2016Q3","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","Southern and Eastern","Thousand","9314"
"Number of Nights by Irish Residents","2016Q3","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","State","Thousand","21384"
"Number of Nights by Irish Residents","2016Q3","Outbound","Border, Midland and Western","Thousand","4602"
"Number of Nights by Irish Residents","2016Q3","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","Southern and Eastern","Thousand","16782"
"Number of Nights by Irish Residents","2016Q3","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q3","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","State","Thousand","4498"
"Number of Nights by Irish Residents","2016Q4","Domestic","Border, Midland and Western","Thousand","1021"
"Number of Nights by Irish Residents","2016Q4","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","Southern and Eastern","Thousand","3477"
"Number of Nights by Irish Residents","2016Q4","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Outbound","State","Thousand","10470"
"Number of Nights by Irish Residents","2016Q4","Outbound","Border, Midland and Western","Thousand","2053"
"Number of Nights by Irish Residents","2016Q4","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Outbound","Southern and Eastern","Thousand","8417"
"Number of Nights by Irish Residents","2016Q4","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Outbound","Mid-East","Thousand",""
