"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2021Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","State","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Northern and Western","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Southern","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Eastern and Midland","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","State","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Northern and Western","Nights per Trip","5"
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Southern","Nights per Trip","12.7"
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Eastern and Midland","Nights per Trip","9.3"
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","State","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Northern and Western","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Southern","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Eastern and Midland","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","State","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Northern and Western","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Southern","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Eastern and Midland","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Northern and Western","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Southern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Eastern and Midland","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","State","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Northern and Western","Nights per Trip","4.9"
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Southern","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Eastern and Midland","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","State","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Northern and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Southern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Eastern and Midland","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","State","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Northern and Western","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Southern","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Eastern and Midland","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","State","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Northern and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Southern","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Eastern and Midland","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","State","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Northern and Western","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Southern","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Eastern and Midland","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","State","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Northern and Western","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Southern","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Eastern and Midland","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","State","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Northern and Western","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Southern","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Eastern and Midland","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","State","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Northern and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Southern","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Eastern and Midland","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","State","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Northern and Western","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Southern","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Eastern and Midland","Nights per Trip","5.1"
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","State","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Northern and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Southern","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Eastern and Midland","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","State","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Northern and Western","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Southern","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Eastern and Midland","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Northern and Western","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Southern","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Eastern and Midland","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","State","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Northern and Western","Nights per Trip","5.3"
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Southern","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Eastern and Midland","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","State","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Northern and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Southern","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Eastern and Midland","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","State","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Northern and Western","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Southern","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Eastern and Midland","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2023Q3","Outbound","Midland","Nights per Trip",""
