"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","Southern","Thousand","952"
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","Eastern and Midland","Thousand","683"
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","State","Thousand","1512"
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Northern and Western","Thousand","500"
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Southern","Thousand","806"
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Eastern and Midland","Thousand","206"
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","State","Thousand","5201"
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Northern and Western","Thousand","1295"
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Southern","Thousand","2359"
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Eastern and Midland","Thousand","1547"
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","State","Thousand","3504"
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Northern and Western","Thousand","818"
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Southern","Thousand","1623"
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Eastern and Midland","Thousand","1062"
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","State","Thousand","1697"
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Northern and Western","Thousand","476"
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Southern","Thousand","736"
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Eastern and Midland","Thousand","484"
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q1","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","State","Thousand","7975"
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Northern and Western","Thousand","1948"
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Southern","Thousand","3787"
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Eastern and Midland","Thousand","2240"
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","State","Thousand","5141"
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Northern and Western","Thousand","1090"
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Southern","Thousand","2544"
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Eastern and Midland","Thousand","1507"
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","State","Thousand","2835"
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Northern and Western","Thousand","858"
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Southern","Thousand","1244"
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Eastern and Midland","Thousand","733"
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q2","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","State","Thousand","14084"
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Northern and Western","Thousand","3987"
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Southern","Thousand","7489"
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Eastern and Midland","Thousand","2608"
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","State","Thousand","6009"
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Northern and Western","Thousand","1880"
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Southern","Thousand","2725"
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Eastern and Midland","Thousand","1404"
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","State","Thousand","8075"
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Northern and Western","Thousand","2107"
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Southern","Thousand","4764"
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Eastern and Midland","Thousand","1204"
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q3","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","State","Thousand","6976"
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Northern and Western","Thousand","2139"
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Southern","Thousand","2849"
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Eastern and Midland","Thousand","1989"
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","State","Thousand","4209"
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Northern and Western","Thousand","1224"
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Southern","Thousand","1801"
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Eastern and Midland","Thousand","1183"
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","State","Thousand","2767"
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Northern and Western","Thousand","914"
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Southern","Thousand","1048"
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Eastern and Midland","Thousand","805"
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2022Q4","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","State","Thousand","5206"
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Northern and Western","Thousand","1408"
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Southern","Thousand","2177"
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Eastern and Midland","Thousand","1621"
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","State","Thousand","3719"
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Northern and Western","Thousand","952"
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Southern","Thousand","1469"
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Eastern and Midland","Thousand","1299"
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","State","Thousand","1486"
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Northern and Western","Thousand","456"
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Southern","Thousand","708"
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Eastern and Midland","Thousand","322"
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q1","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","State","Thousand","8267"
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Northern and Western","Thousand","2038"
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Southern","Thousand","3925"
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Eastern and Midland","Thousand","2304"
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","State","Thousand","5781"
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Northern and Western","Thousand","1495"
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Southern","Thousand","2541"
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Eastern and Midland","Thousand","1744"
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","State","Thousand","2487"
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Northern and Western","Thousand","543"
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Southern","Thousand","1384"
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Eastern and Midland","Thousand","560"
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q2","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","State","Thousand","13201"
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Northern and Western","Thousand","3238"
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Southern","Thousand","7884"
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Eastern and Midland","Thousand","2079"
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","State","Thousand","6541"
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Northern and Western","Thousand","1800"
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Southern","Thousand","3197"
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Eastern and Midland","Thousand","1544"
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","State","Thousand","6660"
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Northern and Western","Thousand","1438"
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Southern","Thousand","4687"
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Eastern and Midland","Thousand","535"
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2023Q3","4 + Nights","Midland","Thousand",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","State","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Northern and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Southern","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Eastern and Midland","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","State","Nights per Trip","1.6"
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Northern and Western","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Southern","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Eastern and Midland","Nights per Trip","1.5"
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","State","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Northern and Western","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Southern","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Eastern and Midland","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q1","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","State","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Northern and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Southern","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Eastern and Midland","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","State","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","Northern and Western","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","Southern","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018Q2","1 - 3 Nights","South-West","Nights per Trip",""
