"Statistic Label","Quarter","Type of Accommodation Used","Domestic","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2015Q1","Hotel/conference centre","Outbound","Nights per Trip","4.5"
"Average Length of Stay by Irish Residents","2015Q1","Self catering/rented house","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2015Q1","Self catering/rented house","Outbound","Nights per Trip","12.1"
"Average Length of Stay by Irish Residents","2015Q1","Other","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2015Q1","Other","Outbound","Nights per Trip","12.9"
"Average Length of Stay by Irish Residents","2015Q2","All types of accommodation","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2015Q2","All types of accommodation","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2015Q2","Friends/relatives","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2015Q2","Friends/relatives","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2015Q2","Hotel/conference centre","Domestic","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2015Q2","Hotel/conference centre","Outbound","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2015Q2","Self catering/rented house","Domestic","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2015Q2","Self catering/rented house","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2015Q2","Other","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2015Q2","Other","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2015Q3","All types of accommodation","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2015Q3","All types of accommodation","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2015Q3","Friends/relatives","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2015Q3","Friends/relatives","Outbound","Nights per Trip","10.8"
"Average Length of Stay by Irish Residents","2015Q3","Hotel/conference centre","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2015Q3","Hotel/conference centre","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2015Q3","Self catering/rented house","Domestic","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2015Q3","Self catering/rented house","Outbound","Nights per Trip","11"
"Average Length of Stay by Irish Residents","2015Q3","Other","Domestic","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2015Q3","Other","Outbound","Nights per Trip","11.8"
"Average Length of Stay by Irish Residents","2015Q4","All types of accommodation","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2015Q4","All types of accommodation","Outbound","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2015Q4","Friends/relatives","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2015Q4","Friends/relatives","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2015Q4","Hotel/conference centre","Domestic","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2015Q4","Hotel/conference centre","Outbound","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2015Q4","Self catering/rented house","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2015Q4","Self catering/rented house","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2015Q4","Other","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2015Q4","Other","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2016Q1","All types of accommodation","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q1","All types of accommodation","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2016Q1","Friends/relatives","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2016Q1","Friends/relatives","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2016Q1","Hotel/conference centre","Domestic","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2016Q1","Hotel/conference centre","Outbound","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2016Q1","Self catering/rented house","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2016Q1","Self catering/rented house","Outbound","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2016Q1","Other","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2016Q1","Other","Outbound","Nights per Trip","12.5"
"Average Length of Stay by Irish Residents","2016Q2","All types of accommodation","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016Q2","All types of accommodation","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2016Q2","Friends/relatives","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2016Q2","Friends/relatives","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2016Q2","Hotel/conference centre","Domestic","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2016Q2","Hotel/conference centre","Outbound","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2016Q2","Self catering/rented house","Domestic","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2016Q2","Self catering/rented house","Outbound","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2016Q2","Other","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2016Q2","Other","Outbound","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2016Q3","All types of accommodation","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2016Q3","All types of accommodation","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2016Q3","Friends/relatives","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2016Q3","Friends/relatives","Outbound","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2016Q3","Hotel/conference centre","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2016Q3","Hotel/conference centre","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2016Q3","Self catering/rented house","Domestic","Nights per Trip","5.3"
"Average Length of Stay by Irish Residents","2016Q3","Self catering/rented house","Outbound","Nights per Trip","11.2"
"Average Length of Stay by Irish Residents","2016Q3","Other","Domestic","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2016Q3","Other","Outbound","Nights per Trip","12.2"
"Average Length of Stay by Irish Residents","2016Q4","All types of accommodation","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q4","All types of accommodation","Outbound","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2016Q4","Friends/relatives","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016Q4","Friends/relatives","Outbound","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2016Q4","Hotel/conference centre","Domestic","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2016Q4","Hotel/conference centre","Outbound","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2016Q4","Self catering/rented house","Domestic","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2016Q4","Self catering/rented house","Outbound","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2016Q4","Other","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2016Q4","Other","Outbound","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2017Q1","All types of accommodation","Domestic","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2017Q1","All types of accommodation","Outbound","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2017Q1","Friends/relatives","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2017Q1","Friends/relatives","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2017Q1","Hotel/conference centre","Domestic","Nights per Trip","1.6"
"Average Length of Stay by Irish Residents","2017Q1","Hotel/conference centre","Outbound","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2017Q1","Self catering/rented house","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2017Q1","Self catering/rented house","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2017Q1","Other","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2017Q1","Other","Outbound","Nights per Trip","9"
"Average Length of Stay by Irish Residents","2017Q2","All types of accommodation","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2017Q2","All types of accommodation","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2017Q2","Friends/relatives","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2017Q2","Friends/relatives","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2017Q2","Hotel/conference centre","Domestic","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2017Q2","Hotel/conference centre","Outbound","Nights per Trip","5.3"
"Average Length of Stay by Irish Residents","2017Q2","Self catering/rented house","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2017Q2","Self catering/rented house","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2017Q2","Other","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2017Q2","Other","Outbound","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2017Q3","All types of accommodation","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2017Q3","All types of accommodation","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2017Q3","Friends/relatives","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2017Q3","Friends/relatives","Outbound","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2017Q3","Hotel/conference centre","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2017Q3","Hotel/conference centre","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2017Q3","Self catering/rented house","Domestic","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2017Q3","Self catering/rented house","Outbound","Nights per Trip","10.5"
"Average Length of Stay by Irish Residents","2017Q3","Other","Domestic","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2017Q3","Other","Outbound","Nights per Trip","10.6"
"Average Length of Stay by Irish Residents","2017Q4","All types of accommodation","Domestic","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2017Q4","All types of accommodation","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2017Q4","Friends/relatives","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2017Q4","Friends/relatives","Outbound","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2017Q4","Hotel/conference centre","Domestic","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2017Q4","Hotel/conference centre","Outbound","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2017Q4","Self catering/rented house","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2017Q4","Self catering/rented house","Outbound","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2017Q4","Other","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2017Q4","Other","Outbound","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2018Q1","All types of accommodation","Domestic","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2018Q1","All types of accommodation","Outbound","Nights per Trip","6.2"
