"Statistic Label","Year","Region Visited","UNIT","VALUE"
"Estimated Expenditure by Irish Residents on Domestic Travel","2006","Mid-East","Euro Million","62.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2006","Mid-West","Euro Million","122.7"
"Estimated Expenditure by Irish Residents on Domestic Travel","2006","South-East","Euro Million","186.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2006","South-West","Euro Million","340.5"
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","State","Euro Million","1551"
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","Border, Midland and Western","Euro Million","482.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","Border","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","Midland","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","Southern and Eastern","Euro Million","1068.8"
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","Dublin","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","Mid-East","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","Mid-West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","South-East","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2007","South-West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","State","Euro Million","1546"
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","Border, Midland and Western","Euro Million","481"
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","Border","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","Midland","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","Southern and Eastern","Euro Million","1065"
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","Dublin","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","Mid-East","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","Mid-West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","South-East","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2008","South-West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","State","Euro Million","1389.8"
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","Border, Midland and Western","Euro Million","468.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","Border","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","Midland","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","Southern and Eastern","Euro Million","921.6"
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","Dublin","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","Mid-East","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","Mid-West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","South-East","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2009","South-West","Euro Million",""
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","State","Euro Million","1560"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","Border, Midland and Western","Euro Million","508"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","Border","Euro Million","176"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","Midland","Euro Million","36"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","West","Euro Million","297"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","Southern and Eastern","Euro Million","1052"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","Dublin","Euro Million","227"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","Mid-East","Euro Million","66"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","Mid-West","Euro Million","143"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","South-East","Euro Million","241"
"Estimated Expenditure by Irish Residents on Domestic Travel","2010","South-West","Euro Million","375"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","State","Euro Million","1416"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","Border, Midland and Western","Euro Million","413"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","Border","Euro Million","127"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","Midland","Euro Million","43"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","West","Euro Million","242"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","Southern and Eastern","Euro Million","1003"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","Dublin","Euro Million","248"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","Mid-East","Euro Million","84"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","Mid-West","Euro Million","123"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","South-East","Euro Million","219"
"Estimated Expenditure by Irish Residents on Domestic Travel","2011","South-West","Euro Million","329"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","State","Euro Million","1514.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","Border, Midland and Western","Euro Million","461.9"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","Border","Euro Million","153.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","Midland","Euro Million","49"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","West","Euro Million","259.5"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","Southern and Eastern","Euro Million","1052.3"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","Dublin","Euro Million","273.5"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","Mid-East","Euro Million","97.6"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","Mid-West","Euro Million","141.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","South-East","Euro Million","197.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2012","South-West","Euro Million","342.7"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","State","Euro Million","1533"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","Border, Midland and Western","Euro Million","505.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","Border","Euro Million","141.6"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","Midland","Euro Million","52.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","West","Euro Million","311.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","Southern and Eastern","Euro Million","1027.6"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","Dublin","Euro Million","267.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","Mid-East","Euro Million","84.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","Mid-West","Euro Million","119.9"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","South-East","Euro Million","195.6"
"Estimated Expenditure by Irish Residents on Domestic Travel","2013","South-West","Euro Million","360.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","State","Euro Million","1713.5"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","Border, Midland and Western","Euro Million","569.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","Border","Euro Million","162.6"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","Midland","Euro Million","54"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","West","Euro Million","352.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","Southern and Eastern","Euro Million","1144.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","Dublin","Euro Million","283.7"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","Mid-East","Euro Million","97.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","Mid-West","Euro Million","147"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","South-East","Euro Million","231.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2014","South-West","Euro Million","385.7"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","State","Euro Million","1725.3"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","Border, Midland and Western","Euro Million","559.4"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","Border","Euro Million","178.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","Midland","Euro Million","66.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","West","Euro Million","315.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","Southern and Eastern","Euro Million","1165.9"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","Dublin","Euro Million","263.8"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","Mid-East","Euro Million","119.3"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","Mid-West","Euro Million","135.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","South-East","Euro Million","258.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2015","South-West","Euro Million","389.6"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","State","Euro Million","1797.7"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","Border, Midland and Western","Euro Million","584.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","Border","Euro Million","185.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","Midland","Euro Million","67.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","West","Euro Million","332"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","Southern and Eastern","Euro Million","1213.5"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","Dublin","Euro Million","278.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","Mid-East","Euro Million","124.9"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","Mid-West","Euro Million","170.7"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","South-East","Euro Million","234.8"
"Estimated Expenditure by Irish Residents on Domestic Travel","2016","South-West","Euro Million","405"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","State","Euro Million","1879.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","Border, Midland and Western","Euro Million","613.2"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","Border","Euro Million","189.3"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","Midland","Euro Million","71"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","West","Euro Million","352.9"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","Southern and Eastern","Euro Million","1265.8"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","Dublin","Euro Million","307.3"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","Mid-East","Euro Million","125.1"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","Mid-West","Euro Million","161.7"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","South-East","Euro Million","253.3"
"Estimated Expenditure by Irish Residents on Domestic Travel","2017","South-West","Euro Million","418.6"
