"Statistic Label","Year","Age Group","Domestic","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2012","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","50 years and over","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2012","50 years and over","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2012","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2012","All ages","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2012","All ages","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2013","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","0 - 19 years","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2013","0 - 19 years","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2013","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","20 - 49 years","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2013","20 - 49 years","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2013","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","50 years and over","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2013","50 years and over","Outbound","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2013","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2013","All ages","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2013","All ages","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2014","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","0 - 19 years","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2014","0 - 19 years","Outbound","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2014","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","20 - 49 years","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2014","20 - 49 years","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2014","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","50 years and over","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2014","50 years and over","Outbound","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2014","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2014","All ages","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2014","All ages","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2015","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","0 - 19 years","Domestic","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2015","0 - 19 years","Outbound","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2015","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","20 - 49 years","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2015","20 - 49 years","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2015","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","50 years and over","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2015","50 years and over","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2015","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015","All ages","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2015","All ages","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2016","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","0 - 19 years","Domestic","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2016","0 - 19 years","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2016","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","20 - 49 years","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016","20 - 49 years","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2016","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","50 years and over","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2016","50 years and over","Outbound","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2016","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016","All ages","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2016","All ages","Outbound","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2017","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","0 - 19 years","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2017","0 - 19 years","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2017","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","20 - 49 years","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2017","20 - 49 years","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2017","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","50 years and over","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2017","50 years and over","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2017","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017","All ages","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2017","All ages","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2018","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","0 - 19 years","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2018","0 - 19 years","Outbound","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2018","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","20 - 49 years","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2018","20 - 49 years","Outbound","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2018","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","50 years and over","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2018","50 years and over","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2018","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2018","All ages","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2018","All ages","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2019","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","0 - 19 years","Domestic","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2019","0 - 19 years","Outbound","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2019","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","20 - 49 years","Domestic","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2019","20 - 49 years","Outbound","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2019","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","50 years and over","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2019","50 years and over","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2019","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2019","All ages","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2019","All ages","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2020","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","0 - 19 years","Domestic","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2020","0 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","20 - 49 years","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2020","20 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","50 years and over","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2020","50 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2020","All ages","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2020","All ages","Outbound","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2021","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","0 - 19 years","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2021","0 - 19 years","Outbound","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2021","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","20 - 49 years","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2021","20 - 49 years","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2021","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","50 years and over","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2021","50 years and over","Outbound","Nights per Trip","7.3"
"Average Length of Stay by Irish Residents","2021","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2021","All ages","Domestic","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2021","All ages","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2022","0 - 14 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","0 - 14 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","0 - 19 years","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2022","0 - 19 years","Outbound","Nights per Trip","8.3"
"Average Length of Stay by Irish Residents","2022","15 - 19 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","15 - 19 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","20 - 29 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","20 - 29 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","20 - 49 years","Domestic","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2022","20 - 49 years","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2022","30 - 39 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","30 - 39 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","40 - 49 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","40 - 49 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","50 years and over","Domestic","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2022","50 years and over","Outbound","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2022","50 - 59 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","50 - 59 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","60 - 69 years","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","60 - 69 years","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","70 years and over","Domestic","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","70 years and over","Outbound","Nights per Trip",""
"Average Length of Stay by Irish Residents","2022","All ages","Domestic","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2022","All ages","Outbound","Nights per Trip","7.2"
