"STATISTIC","Statistic Label","C02164V02610","Type of Accommodation Used","C02118V02559","Reason for Journey","TLIST(Q1)","Quarter","UNIT","VALUE"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20191","2019Q1","Thousand","143"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20192","2019Q2","Thousand","306"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20193","2019Q3","Thousand","380"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","2","Visit to friends/relatives","20194","2019Q4","Thousand","188"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20121","2012Q1","Thousand","46"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20122","2012Q2","Thousand","59"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20123","2012Q3","Thousand","61"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20124","2012Q4","Thousand","204"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20131","2013Q1","Thousand","58"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20132","2013Q2","Thousand","72"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20133","2013Q3","Thousand","89"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20134","2013Q4","Thousand","65"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20141","2014Q1","Thousand","73"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20142","2014Q2","Thousand","74"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20143","2014Q3","Thousand","56"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20144","2014Q4","Thousand","144"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20151","2015Q1","Thousand","59"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20152","2015Q2","Thousand","96"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20153","2015Q3","Thousand","93"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20154","2015Q4","Thousand","153"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20161","2016Q1","Thousand","115"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20162","2016Q2","Thousand","125"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20163","2016Q3","Thousand","184"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20164","2016Q4","Thousand","83"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20171","2017Q1","Thousand","75"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20172","2017Q2","Thousand","195"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20173","2017Q3","Thousand","165"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20174","2017Q4","Thousand","184"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20181","2018Q1","Thousand","119"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20182","2018Q2","Thousand","244"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20183","2018Q3","Thousand","227"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20184","2018Q4","Thousand","146"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20191","2019Q1","Thousand","117"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20192","2019Q2","Thousand","132"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20193","2019Q3","Thousand","138"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","3","Business","20194","2019Q4","Thousand","156"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20121","2012Q1","Thousand","120"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20122","2012Q2","Thousand","218"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20123","2012Q3","Thousand","371"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20124","2012Q4","Thousand","199"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20131","2013Q1","Thousand","135"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20132","2013Q2","Thousand","170"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20133","2013Q3","Thousand","249"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20134","2013Q4","Thousand","162"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20141","2014Q1","Thousand","114"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20142","2014Q2","Thousand","219"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20143","2014Q3","Thousand","266"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20144","2014Q4","Thousand","202"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20151","2015Q1","Thousand","233"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20152","2015Q2","Thousand","187"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20153","2015Q3","Thousand","342"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20154","2015Q4","Thousand","258"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20161","2016Q1","Thousand","120"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20162","2016Q2","Thousand","303"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20163","2016Q3","Thousand","395"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20164","2016Q4","Thousand","184"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20171","2017Q1","Thousand","165"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20172","2017Q2","Thousand","207"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20173","2017Q3","Thousand","345"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20174","2017Q4","Thousand","294"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20181","2018Q1","Thousand","232"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20182","2018Q2","Thousand","231"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20183","2018Q3","Thousand","289"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20184","2018Q4","Thousand","206"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20191","2019Q1","Thousand","119"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20192","2019Q2","Thousand","362"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20193","2019Q3","Thousand","281"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","92","Guest house/bed &breakfast","4","Other reason for journey","20194","2019Q4","Thousand","306"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20121","2012Q1","Thousand","1599"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20122","2012Q2","Thousand","2560"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20123","2012Q3","Thousand","4274"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20124","2012Q4","Thousand","1877"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20131","2013Q1","Thousand","1751"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20132","2013Q2","Thousand","2758"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20133","2013Q3","Thousand","4162"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20134","2013Q4","Thousand","2321"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20141","2014Q1","Thousand","1609"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20142","2014Q2","Thousand","3044"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20143","2014Q3","Thousand","4260"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20144","2014Q4","Thousand","2138"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20151","2015Q1","Thousand","2024"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20152","2015Q2","Thousand","2967"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20153","2015Q3","Thousand","4285"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20154","2015Q4","Thousand","2624"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20161","2016Q1","Thousand","2150"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20162","2016Q2","Thousand","3025"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20163","2016Q3","Thousand","4926"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20164","2016Q4","Thousand","2315"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20171","2017Q1","Thousand","2088"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20172","2017Q2","Thousand","3241"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20173","2017Q3","Thousand","4723"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20174","2017Q4","Thousand","3030"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20181","2018Q1","Thousand","2464"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20182","2018Q2","Thousand","2916"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20183","2018Q3","Thousand","4928"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20184","2018Q4","Thousand","2711"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20191","2019Q1","Thousand","2074"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20192","2019Q2","Thousand","3389"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20193","2019Q3","Thousand","4357"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","-","All reasons for journey","20194","2019Q4","Thousand","2749"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20121","2012Q1","Thousand","462"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20122","2012Q2","Thousand","1058"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20123","2012Q3","Thousand","1637"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20124","2012Q4","Thousand","492"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20131","2013Q1","Thousand","546"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20132","2013Q2","Thousand","899"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20133","2013Q3","Thousand","1878"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20134","2013Q4","Thousand","811"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20141","2014Q1","Thousand","498"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20142","2014Q2","Thousand","1058"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20143","2014Q3","Thousand","2125"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20144","2014Q4","Thousand","609"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20151","2015Q1","Thousand","595"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20152","2015Q2","Thousand","1426"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20153","2015Q3","Thousand","1974"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20154","2015Q4","Thousand","817"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20161","2016Q1","Thousand","618"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20162","2016Q2","Thousand","1424"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20163","2016Q3","Thousand","2271"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20164","2016Q4","Thousand","713"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20171","2017Q1","Thousand","608"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20172","2017Q2","Thousand","1552"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20173","2017Q3","Thousand","2417"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20174","2017Q4","Thousand","961"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20181","2018Q1","Thousand","856"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20182","2018Q2","Thousand","1441"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20183","2018Q3","Thousand","2694"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20184","2018Q4","Thousand","890"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20191","2019Q1","Thousand","668"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20192","2019Q2","Thousand","1443"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20193","2019Q3","Thousand","2498"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","1","Holiday/leisure/recreation","20194","2019Q4","Thousand","749"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20121","2012Q1","Thousand","344"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20122","2012Q2","Thousand","343"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20123","2012Q3","Thousand","454"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20124","2012Q4","Thousand","298"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20131","2013Q1","Thousand","415"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20132","2013Q2","Thousand","318"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20133","2013Q3","Thousand","620"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20134","2013Q4","Thousand","302"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20141","2014Q1","Thousand","461"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20142","2014Q2","Thousand","501"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20143","2014Q3","Thousand","719"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20144","2014Q4","Thousand","378"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20151","2015Q1","Thousand","425"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20152","2015Q2","Thousand","396"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20153","2015Q3","Thousand","693"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20154","2015Q4","Thousand","445"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20161","2016Q1","Thousand","437"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20162","2016Q2","Thousand","428"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20163","2016Q3","Thousand","829"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20164","2016Q4","Thousand","504"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20171","2017Q1","Thousand","560"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20172","2017Q2","Thousand","442"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20173","2017Q3","Thousand","733"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20174","2017Q4","Thousand","497"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20181","2018Q1","Thousand","431"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20182","2018Q2","Thousand","519"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20183","2018Q3","Thousand","827"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20184","2018Q4","Thousand","419"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20191","2019Q1","Thousand","543"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20192","2019Q2","Thousand","517"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20193","2019Q3","Thousand","676"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","2","Visit to friends/relatives","20194","2019Q4","Thousand","453"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20121","2012Q1","Thousand","234"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20122","2012Q2","Thousand","176"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20123","2012Q3","Thousand","182"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20124","2012Q4","Thousand","167"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20131","2013Q1","Thousand","200"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20132","2013Q2","Thousand","230"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20133","2013Q3","Thousand","282"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20134","2013Q4","Thousand","408"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20141","2014Q1","Thousand","183"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20142","2014Q2","Thousand","352"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20143","2014Q3","Thousand","316"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20144","2014Q4","Thousand","331"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20151","2015Q1","Thousand","260"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20152","2015Q2","Thousand","256"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20153","2015Q3","Thousand","319"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20154","2015Q4","Thousand","275"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20161","2016Q1","Thousand","305"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20162","2016Q2","Thousand","296"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20163","2016Q3","Thousand","384"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20164","2016Q4","Thousand","233"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20171","2017Q1","Thousand","242"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20172","2017Q2","Thousand","342"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20173","2017Q3","Thousand","510"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20174","2017Q4","Thousand","343"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20181","2018Q1","Thousand","302"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20182","2018Q2","Thousand","318"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","999","Other","3","Business","20183","2018Q3","Thousand","287"
