"STATISTIC Label","Month","Country","Direction","UNIT","VALUE"
"Air and Sea Travel","2010 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","65.6"
"Air and Sea Travel","2010 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","62.1"
"Air and Sea Travel","2010 October","Switzerland","Arrivals","Thousand","10.8"
"Air and Sea Travel","2010 October","Switzerland","Departures","Thousand","11.2"
"Air and Sea Travel","2010 October","Other Europe (34)","Arrivals","Thousand","6.8"
"Air and Sea Travel","2010 October","Other Europe (34)","Departures","Thousand","7.3"
"Air and Sea Travel","2010 October","United States","Arrivals","Thousand","76.5"
"Air and Sea Travel","2010 October","United States","Departures","Thousand","84.5"
"Air and Sea Travel","2010 October","Other Transatlantic Countries(1)","Arrivals","Thousand","2.6"
"Air and Sea Travel","2010 October","Other Transatlantic Countries(1)","Departures","Thousand","2.9"
"Air and Sea Travel","2010 October","United Arab Emirates","Arrivals","Thousand","7.5"
"Air and Sea Travel","2010 October","United Arab Emirates","Departures","Thousand","9.9"
"Air and Sea Travel","2010 October","Other Countries(42)","Arrivals","Thousand","12"
"Air and Sea Travel","2010 October","Other Countries(42)","Departures","Thousand","9.4"
"Air and Sea Travel","2010 October","All countries","Arrivals","Thousand","1166.3"
"Air and Sea Travel","2010 October","All countries","Departures","Thousand","1155.8"
"Air and Sea Travel","2010 November","Great Britain","Arrivals","Thousand","447.7"
"Air and Sea Travel","2010 November","Great Britain","Departures","Thousand","460.2"
"Air and Sea Travel","2010 November","Other UK (1)","Arrivals","Thousand","1.3"
"Air and Sea Travel","2010 November","Other UK (1)","Departures","Thousand","1.4"
"Air and Sea Travel","2010 November","Belgium","Arrivals","Thousand","14.8"
"Air and Sea Travel","2010 November","Belgium","Departures","Thousand","15.8"
"Air and Sea Travel","2010 November","Germany","Arrivals","Thousand","44.5"
"Air and Sea Travel","2010 November","Germany","Departures","Thousand","46.5"
"Air and Sea Travel","2010 November","Spain","Arrivals","Thousand","68.2"
"Air and Sea Travel","2010 November","Spain","Departures","Thousand","62.2"
"Air and Sea Travel","2010 November","France","Arrivals","Thousand","43.8"
"Air and Sea Travel","2010 November","France","Departures","Thousand","46"
"Air and Sea Travel","2010 November","Italy","Arrivals","Thousand","24.5"
"Air and Sea Travel","2010 November","Italy","Departures","Thousand","23.4"
"Air and Sea Travel","2010 November","Netherlands","Arrivals","Thousand","28.8"
"Air and Sea Travel","2010 November","Netherlands","Departures","Thousand","28.9"
"Air and Sea Travel","2010 November","Poland","Arrivals","Thousand","33"
"Air and Sea Travel","2010 November","Poland","Departures","Thousand","31.1"
"Air and Sea Travel","2010 November","Portugal","Arrivals","Thousand","8.5"
"Air and Sea Travel","2010 November","Portugal","Departures","Thousand","7.1"
"Air and Sea Travel","2010 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","43.5"
"Air and Sea Travel","2010 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","42.8"
"Air and Sea Travel","2010 November","Switzerland","Arrivals","Thousand","7.6"
"Air and Sea Travel","2010 November","Switzerland","Departures","Thousand","7.9"
"Air and Sea Travel","2010 November","Other Europe (34)","Arrivals","Thousand","6.3"
"Air and Sea Travel","2010 November","Other Europe (34)","Departures","Thousand","6.3"
"Air and Sea Travel","2010 November","United States","Arrivals","Thousand","63.8"
"Air and Sea Travel","2010 November","United States","Departures","Thousand","66.4"
"Air and Sea Travel","2010 November","Other Transatlantic Countries(1)","Arrivals","Thousand","0"
"Air and Sea Travel","2010 November","Other Transatlantic Countries(1)","Departures","Thousand","0"
"Air and Sea Travel","2010 November","United Arab Emirates","Arrivals","Thousand","7.9"
"Air and Sea Travel","2010 November","United Arab Emirates","Departures","Thousand","7.9"
"Air and Sea Travel","2010 November","Other Countries(42)","Arrivals","Thousand","4.4"
"Air and Sea Travel","2010 November","Other Countries(42)","Departures","Thousand","3.7"
"Air and Sea Travel","2010 November","All countries","Arrivals","Thousand","848.5"
"Air and Sea Travel","2010 November","All countries","Departures","Thousand","857.6"
"Air and Sea Travel","2010 December","Great Britain","Arrivals","Thousand","428.9"
"Air and Sea Travel","2010 December","Great Britain","Departures","Thousand","379.7"
"Air and Sea Travel","2010 December","Other UK (1)","Arrivals","Thousand","1.3"
"Air and Sea Travel","2010 December","Other UK (1)","Departures","Thousand","1.2"
"Air and Sea Travel","2010 December","Belgium","Arrivals","Thousand","12.3"
"Air and Sea Travel","2010 December","Belgium","Departures","Thousand","12.4"
"Air and Sea Travel","2010 December","Germany","Arrivals","Thousand","43.7"
"Air and Sea Travel","2010 December","Germany","Departures","Thousand","47.7"
"Air and Sea Travel","2010 December","Spain","Arrivals","Thousand","48.6"
"Air and Sea Travel","2010 December","Spain","Departures","Thousand","57.1"
"Air and Sea Travel","2010 December","France","Arrivals","Thousand","41"
"Air and Sea Travel","2010 December","France","Departures","Thousand","45.7"
"Air and Sea Travel","2010 December","Italy","Arrivals","Thousand","18.4"
"Air and Sea Travel","2010 December","Italy","Departures","Thousand","20.8"
"Air and Sea Travel","2010 December","Netherlands","Arrivals","Thousand","24.4"
"Air and Sea Travel","2010 December","Netherlands","Departures","Thousand","25.6"
"Air and Sea Travel","2010 December","Poland","Arrivals","Thousand","31.5"
"Air and Sea Travel","2010 December","Poland","Departures","Thousand","40.2"
"Air and Sea Travel","2010 December","Portugal","Arrivals","Thousand","5.5"
"Air and Sea Travel","2010 December","Portugal","Departures","Thousand","7"
"Air and Sea Travel","2010 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","40.7"
"Air and Sea Travel","2010 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","47.3"
"Air and Sea Travel","2010 December","Switzerland","Arrivals","Thousand","8.9"
"Air and Sea Travel","2010 December","Switzerland","Departures","Thousand","10.2"
"Air and Sea Travel","2010 December","Other Europe (34)","Arrivals","Thousand","5.1"
"Air and Sea Travel","2010 December","Other Europe (34)","Departures","Thousand","5.8"
"Air and Sea Travel","2010 December","United States","Arrivals","Thousand","63.2"
"Air and Sea Travel","2010 December","United States","Departures","Thousand","57.4"
"Air and Sea Travel","2010 December","Other Transatlantic Countries(1)","Arrivals","Thousand","0.8"
"Air and Sea Travel","2010 December","Other Transatlantic Countries(1)","Departures","Thousand","0"
"Air and Sea Travel","2010 December","United Arab Emirates","Arrivals","Thousand","8.1"
"Air and Sea Travel","2010 December","United Arab Emirates","Departures","Thousand","9.8"
"Air and Sea Travel","2010 December","Other Countries(42)","Arrivals","Thousand","4.4"
"Air and Sea Travel","2010 December","Other Countries(42)","Departures","Thousand","5.5"
"Air and Sea Travel","2010 December","All countries","Arrivals","Thousand","786.5"
"Air and Sea Travel","2010 December","All countries","Departures","Thousand","773.6"
"Air and Sea Travel","2011 January","Great Britain","Arrivals","Thousand","368"
"Air and Sea Travel","2011 January","Great Britain","Departures","Thousand","421.8"
"Air and Sea Travel","2011 January","Other UK (1)","Arrivals","Thousand","0.9"
"Air and Sea Travel","2011 January","Other UK (1)","Departures","Thousand","1.1"
"Air and Sea Travel","2011 January","Belgium","Arrivals","Thousand","11.3"
"Air and Sea Travel","2011 January","Belgium","Departures","Thousand","12"
"Air and Sea Travel","2011 January","Germany","Arrivals","Thousand","43.8"
"Air and Sea Travel","2011 January","Germany","Departures","Thousand","42"
"Air and Sea Travel","2011 January","Spain","Arrivals","Thousand","67.2"
"Air and Sea Travel","2011 January","Spain","Departures","Thousand","62.1"
"Air and Sea Travel","2011 January","France","Arrivals","Thousand","47.9"
"Air and Sea Travel","2011 January","France","Departures","Thousand","43.4"
"Air and Sea Travel","2011 January","Italy","Arrivals","Thousand","23"
"Air and Sea Travel","2011 January","Italy","Departures","Thousand","22.3"
"Air and Sea Travel","2011 January","Netherlands","Arrivals","Thousand","26.6"
"Air and Sea Travel","2011 January","Netherlands","Departures","Thousand","27.7"
"Air and Sea Travel","2011 January","Poland","Arrivals","Thousand","39.4"
"Air and Sea Travel","2011 January","Poland","Departures","Thousand","32.7"
"Air and Sea Travel","2011 January","Portugal","Arrivals","Thousand","7.2"
"Air and Sea Travel","2011 January","Portugal","Departures","Thousand","6.1"
"Air and Sea Travel","2011 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","49.8"
"Air and Sea Travel","2011 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","45.9"
"Air and Sea Travel","2011 January","Switzerland","Arrivals","Thousand","12.1"
"Air and Sea Travel","2011 January","Switzerland","Departures","Thousand","12.5"
"Air and Sea Travel","2011 January","Other Europe (34)","Arrivals","Thousand","4.4"
"Air and Sea Travel","2011 January","Other Europe (34)","Departures","Thousand","4.6"
"Air and Sea Travel","2011 January","United States","Arrivals","Thousand","46"
"Air and Sea Travel","2011 January","United States","Departures","Thousand","47"
"Air and Sea Travel","2011 January","Other Transatlantic Countries(1)","Arrivals","Thousand","0.1"
"Air and Sea Travel","2011 January","Other Transatlantic Countries(1)","Departures","Thousand","0"
"Air and Sea Travel","2011 January","United Arab Emirates","Arrivals","Thousand","9.6"
"Air and Sea Travel","2011 January","United Arab Emirates","Departures","Thousand","10.1"
"Air and Sea Travel","2011 January","Other Countries(42)","Arrivals","Thousand","5.3"
"Air and Sea Travel","2011 January","Other Countries(42)","Departures","Thousand","4"
"Air and Sea Travel","2011 January","All countries","Arrivals","Thousand","762.6"
"Air and Sea Travel","2011 January","All countries","Departures","Thousand","795.2"
"Air and Sea Travel","2011 February","Great Britain","Arrivals","Thousand","402.1"
"Air and Sea Travel","2011 February","Great Britain","Departures","Thousand","403.6"
"Air and Sea Travel","2011 February","Other UK (1)","Arrivals","Thousand","1.1"
"Air and Sea Travel","2011 February","Other UK (1)","Departures","Thousand","1.1"
"Air and Sea Travel","2011 February","Belgium","Arrivals","Thousand","13"
"Air and Sea Travel","2011 February","Belgium","Departures","Thousand","13.2"
"Air and Sea Travel","2011 February","Germany","Arrivals","Thousand","41"
"Air and Sea Travel","2011 February","Germany","Departures","Thousand","40.8"
"Air and Sea Travel","2011 February","Spain","Arrivals","Thousand","63.8"
"Air and Sea Travel","2011 February","Spain","Departures","Thousand","65.6"
"Air and Sea Travel","2011 February","France","Arrivals","Thousand","52.8"
"Air and Sea Travel","2011 February","France","Departures","Thousand","52"
"Air and Sea Travel","2011 February","Italy","Arrivals","Thousand","24.4"
"Air and Sea Travel","2011 February","Italy","Departures","Thousand","24.2"
"Air and Sea Travel","2011 February","Netherlands","Arrivals","Thousand","25.8"
"Air and Sea Travel","2011 February","Netherlands","Departures","Thousand","24.9"
"Air and Sea Travel","2011 February","Poland","Arrivals","Thousand","30.4"
"Air and Sea Travel","2011 February","Poland","Departures","Thousand","30.6"
"Air and Sea Travel","2011 February","Portugal","Arrivals","Thousand","7.2"
"Air and Sea Travel","2011 February","Portugal","Departures","Thousand","7.8"
"Air and Sea Travel","2011 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","44.3"
"Air and Sea Travel","2011 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","43.2"
"Air and Sea Travel","2011 February","Switzerland","Arrivals","Thousand","12.5"
"Air and Sea Travel","2011 February","Switzerland","Departures","Thousand","12.4"
"Air and Sea Travel","2011 February","Other Europe (34)","Arrivals","Thousand","5.3"
"Air and Sea Travel","2011 February","Other Europe (34)","Departures","Thousand","5.4"
"Air and Sea Travel","2011 February","United States","Arrivals","Thousand","39.6"
"Air and Sea Travel","2011 February","United States","Departures","Thousand","39.3"
"Air and Sea Travel","2011 February","Other Transatlantic Countries(1)","Arrivals","Thousand","0"
"Air and Sea Travel","2011 February","Other Transatlantic Countries(1)","Departures","Thousand","0"
"Air and Sea Travel","2011 February","United Arab Emirates","Arrivals","Thousand","7.6"
"Air and Sea Travel","2011 February","United Arab Emirates","Departures","Thousand","7.6"
"Air and Sea Travel","2011 February","Other Countries(42)","Arrivals","Thousand","3.5"
"Air and Sea Travel","2011 February","Other Countries(42)","Departures","Thousand","3.4"
"Air and Sea Travel","2011 February","All countries","Arrivals","Thousand","774.4"
"Air and Sea Travel","2011 February","All countries","Departures","Thousand","775"
"Air and Sea Travel","2011 March","Great Britain","Arrivals","Thousand","472.4"
"Air and Sea Travel","2011 March","Great Britain","Departures","Thousand","467.7"
"Air and Sea Travel","2011 March","Other UK (1)","Arrivals","Thousand","1.5"
"Air and Sea Travel","2011 March","Other UK (1)","Departures","Thousand","1.4"
"Air and Sea Travel","2011 March","Belgium","Arrivals","Thousand","15.9"
"Air and Sea Travel","2011 March","Belgium","Departures","Thousand","15.9"
"Air and Sea Travel","2011 March","Germany","Arrivals","Thousand","53.8"
"Air and Sea Travel","2011 March","Germany","Departures","Thousand","50.5"
"Air and Sea Travel","2011 March","Spain","Arrivals","Thousand","87.5"
"Air and Sea Travel","2011 March","Spain","Departures","Thousand","90.3"
"Air and Sea Travel","2011 March","France","Arrivals","Thousand","58.9"
"Air and Sea Travel","2011 March","France","Departures","Thousand","59"
"Air and Sea Travel","2011 March","Italy","Arrivals","Thousand","31.3"
"Air and Sea Travel","2011 March","Italy","Departures","Thousand","29.4"
"Air and Sea Travel","2011 March","Netherlands","Arrivals","Thousand","31.2"
"Air and Sea Travel","2011 March","Netherlands","Departures","Thousand","31.3"
"Air and Sea Travel","2011 March","Poland","Arrivals","Thousand","36.5"
"Air and Sea Travel","2011 March","Poland","Departures","Thousand","36.1"
"Air and Sea Travel","2011 March","Portugal","Arrivals","Thousand","12.7"
"Air and Sea Travel","2011 March","Portugal","Departures","Thousand","14.8"
"Air and Sea Travel","2011 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","54.4"
"Air and Sea Travel","2011 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","52.1"
"Air and Sea Travel","2011 March","Switzerland","Arrivals","Thousand","13.3"
"Air and Sea Travel","2011 March","Switzerland","Departures","Thousand","12.6"
"Air and Sea Travel","2011 March","Other Europe (34)","Arrivals","Thousand","6.1"
"Air and Sea Travel","2011 March","Other Europe (34)","Departures","Thousand","5.9"
"Air and Sea Travel","2011 March","United States","Arrivals","Thousand","63.2"
"Air and Sea Travel","2011 March","United States","Departures","Thousand","61.5"
"Air and Sea Travel","2011 March","Other Transatlantic Countries(1)","Arrivals","Thousand","0"
"Air and Sea Travel","2011 March","Other Transatlantic Countries(1)","Departures","Thousand","0"
"Air and Sea Travel","2011 March","United Arab Emirates","Arrivals","Thousand","9"
